Speaker_Start,Speaker_Stop,Speaker,Subtitle_Start,Subtitle_End,Text,Global_ID,File,Group_id,C_Name
"00:49:40,900","00:49:46,900",27,"00:49:40,500","00:49:43,500",I am the Prince of Lonely Mountains.,G08,2,group_4,Moomintroll
"00:49:48,000","00:49:48,000",27,"00:49:47,500","00:49:48,500",No.,G08,2,group_4,Moomintroll
"00:49:48,000","00:49:51,199",28,"00:49:47,500","00:49:48,500",No.,G04,2,group_8,Moomintroll
"00:49:53,199","00:49:55,300",28,"00:49:52,500","00:49:53,500",You there.,G04,2,group_8,Moomintroll
"00:50:04,699","00:50:07,599",38,"00:50:04,500","00:50:07,500",I think the poor girl must have lost her memory.,G03,2,group_10,Hemul
"00:50:07,599","00:50:07,599",27,"00:50:07,500","00:50:10,500",Of course not. She's just pretending.,G08,2,group_4,Moomintroll
"00:50:08,400","00:50:10,599",27,"00:50:07,500","00:50:10,500",Of course not. She's just pretending.,G08,2,group_4,Moomintroll
"00:50:11,800","00:50:13,000",27,"00:50:10,500","00:50:14,500",One does not whisper with royalty present.,G08,2,group_4,Moomintroll
"00:50:13,000","00:50:15,300",28,"00:50:10,500","00:50:14,500",One does not whisper with royalty present.,G04,2,group_8,Moomintroll
"00:50:15,300","00:50:15,300",27,"00:50:14,500","00:50:15,500",Do you hear?,G08,2,group_4,Moomintroll
"00:50:15,800","00:50:16,000",28,"00:50:15,500","00:50:20,500","So sorry, Royal Highness.",G04,2,group_8,Moomintroll
"00:50:16,000","00:50:17,699",27,"00:50:15,500","00:50:20,500","So sorry, Royal Highness.",G08,2,group_4,Moomintroll
"00:50:21,500","00:50:22,900",27,"00:50:20,500","00:50:23,500",A poor crafters cabin.,G08,2,group_4,Moomintroll
"00:50:24,099","00:50:29,500",27,"00:50:23,500","00:50:25,500","This is your castle, ma'am.",G08,2,group_4,Moomintroll
"00:50:30,099","00:50:33,000",27,"00:50:29,500","00:50:31,500",Stop calling us that.,G08,2,group_4,Moomintroll
"00:50:33,000","00:50:33,000",28,"00:50:31,500","00:50:33,500",It's very rude.,G04,2,group_8,Moomintroll
"00:50:33,000","00:50:33,099",27,"00:50:31,500","00:50:33,500",It's very rude.,G08,2,group_4,Moomintroll
"00:50:33,800","00:50:33,900",27,"00:50:33,500","00:50:35,500","Oh, forgive me.",G08,2,group_4,Moomintroll
"00:50:33,900","00:50:35,099",28,"00:50:33,500","00:50:35,500","Oh, forgive me.",G04,2,group_8,Moomintroll
"00:50:35,099","00:50:35,199",27,"00:50:33,500","00:50:35,500","Oh, forgive me.",G08,2,group_4,Moomintroll
"00:50:35,900","00:50:40,000",28,"00:50:35,500","00:50:38,500",Our royal castle is elsewhere.,G04,2,group_8,Moomintroll
"00:50:40,400","00:50:42,000",28,"00:50:39,500","00:50:40,500",What?,G04,2,group_8,Moomintroll
"00:50:42,000","00:50:44,500",27,"00:50:40,500","00:50:42,500",That must be hunting lodge.,G08,2,group_4,Moomintroll
"00:50:44,500","00:50:44,500",28,"00:50:42,500","00:50:44,500","No, of course that's what it is.",G04,2,group_8,Moomintroll
"00:50:44,699","00:50:44,699",28,"00:50:44,500","00:50:47,500",Good. We accept that.,G04,2,group_8,Moomintroll
"00:50:44,699","00:50:45,000",27,"00:50:44,500","00:50:47,500",Good. We accept that.,G08,2,group_4,Moomintroll
"00:50:45,000","00:50:46,000",28,"00:50:44,500","00:50:47,500",Good. We accept that.,G04,2,group_8,Moomintroll
"00:50:46,000","00:50:46,000",27,"00:50:44,500","00:50:47,500",Good. We accept that.,G08,2,group_4,Moomintroll
"00:50:46,000","00:50:46,099",28,"00:50:44,500","00:50:47,500",Good. We accept that.,G04,2,group_8,Moomintroll
"00:51:04,599","00:51:06,699",28,"00:50:59,500","00:51:08,500","Send a maid to my room, my good man.",G04,2,group_8,Moomintroll
"00:51:09,300","00:51:09,500",28,"00:51:08,500","00:51:11,500",A maid?,G04,2,group_8,Moomintroll
"00:51:20,000","00:51:22,000",27,"00:51:19,500","00:51:22,500","Papa, have you seen Snork Maiden?",G08,2,group_4,Moomintroll
"00:51:29,000","00:51:32,500",27,"00:51:26,500","00:51:31,500","Mama, please would you go on have a word with Snork Maiden?",G08,2,group_4,Moomintroll
"00:51:32,900","00:51:39,099",27,"00:51:31,500","00:51:33,500",Have you been quarreling?,G08,2,group_4,Moomintroll
"00:51:57,000","00:51:57,800",28,"00:51:54,500","00:51:57,500","Oh, we're too weary for your foolish jokes, girl.",G04,2,group_8,Moomintroll
"00:51:58,400","00:52:01,300",28,"00:51:57,500","00:52:01,500","Oh, we are very tired indeed, Nanette.",G04,2,group_8,Moomintroll
"00:52:01,699","00:52:06,099",28,"00:52:01,500","00:52:05,500",Please bring our silk nighty with the hand embroidered swans and clowns.,G04,2,group_8,Moomintroll
"00:52:06,099","00:52:07,599",28,"00:52:05,500","00:52:08,500",Then you may go.,G04,2,group_8,Moomintroll
"00:52:55,699","00:52:56,900",27,"00:52:55,500","00:52:57,500",I sure hope so.,G08,2,group_4,Moomintroll
"00:52:58,000","00:53:00,000",27,"00:52:57,500","00:53:00,500",But what do we do if it hasn't come back?,G08,2,group_4,Moomintroll
"00:53:05,500","00:53:06,000",27,"00:53:04,500","00:53:06,500",Let me try it.,G08,2,group_4,Moomintroll
"00:53:06,599","00:53:07,099",27,"00:53:06,500","00:53:07,500",Try what?,G08,2,group_4,Moomintroll
"00:53:07,099","00:53:07,199",27,"00:53:06,500","00:53:07,500",Try what?,G08,2,group_4,Moomintroll
"00:53:15,900","00:53:16,000",27,"00:53:15,500","00:53:17,500",Don't be silly little Maiden.,G08,2,group_4,Moomintroll
"00:53:16,199","00:53:20,500",27,"00:53:15,500","00:53:17,500",Don't be silly little Maiden.,G08,2,group_4,Moomintroll
"00:53:21,199","00:53:23,099",27,"00:53:20,500","00:53:23,500","Simple, because I'm unforgettable.",G08,2,group_4,Moomintroll
"00:53:24,000","00:53:25,699",27,"00:53:23,500","00:53:25,500","There is that, I suppose.",G08,2,group_4,Moomintroll
"00:53:31,699","00:53:33,199",27,"00:53:31,500","00:53:33,500",She's still fast asleep.,G08,2,group_4,Moomintroll
"00:53:33,699","00:53:37,699",27,"00:53:33,500","00:53:35,500","Well, I'm glad we made the canopy anyway.",G08,2,group_4,Moomintroll
"00:53:40,599","00:53:42,699",27,"00:53:39,500","00:53:42,500","Oh, look, she's opening her eyes.",G08,2,group_4,Moomintroll
"00:53:44,800","00:53:45,800",27,"00:53:43,500","00:53:45,500",Are you awake?,G08,2,group_4,Moomintroll
"00:53:50,699","00:53:50,699",27,"00:53:50,500","00:53:52,500",And who is that person?,G08,2,group_4,Moomintroll
"00:53:50,699","00:53:52,099",28,"00:53:50,500","00:53:52,500",And who is that person?,G04,2,group_8,Moomintroll
"00:53:57,199","00:53:59,199",28,"00:53:56,500","00:53:58,500","Oh, quite amusing.",G04,2,group_8,Moomintroll
"00:54:01,400","00:54:02,699",28,"00:54:00,500","00:54:02,500",Of course we do.,G04,2,group_8,Moomintroll
"00:54:06,199","00:54:09,199",28,"00:54:05,500","00:54:08,500","Well, you're another court jester.",G04,2,group_8,Moomintroll
"00:54:13,099","00:54:15,900",21,"00:54:09,500","00:54:15,500",Don't be little like a court jester.,G05,2,group_15,Snuffkin
"00:54:18,500","00:54:23,599",28,"00:54:15,500","00:54:19,500","Oh, very funny.",G04,2,group_8,Moomintroll
"00:54:24,500","00:54:25,599",28,"00:54:23,500","00:54:25,500",You're a wedding.,G04,2,group_8,Moomintroll
"00:54:58,199","00:55:00,300",10,"00:54:57,500","00:54:59,500",I think he wanted stinky as a contrast.,G04,2,group_3,Snuffkin
"00:55:05,800","00:55:13,099",10,"00:55:05,500","00:55:07,500","Well, it's not very original.",G04,2,group_3,Snuffkin
"00:55:13,400","00:55:14,699",27,"00:55:11,500","00:55:13,500",you'll need to solve three riddles.,G08,2,group_4,Moomintroll
"00:55:14,800","00:55:16,300",27,"00:55:14,500","00:55:17,500",What's this kingdom like?,G08,2,group_4,Moomintroll
"00:55:17,699","00:55:22,300",27,"00:55:17,500","00:55:19,500","All right, sooner number one,",G08,2,group_4,Moomintroll
"00:55:40,000","00:55:41,699",27,"00:55:39,500","00:55:41,500","Jester, is this man a suitor?",G08,2,group_4,Moomintroll
"00:55:42,000","00:55:42,800",27,"00:55:41,500","00:55:43,500",He is.,G08,2,group_4,Moomintroll
"00:55:43,400","00:55:49,099",27,"00:55:41,500","00:55:43,500",He is.,G08,2,group_4,Moomintroll
"00:55:49,400","00:55:51,500",27,"00:55:47,500","00:55:49,500",He is from a foreign land.,G08,2,group_4,Moomintroll
"00:55:53,699","00:55:54,000",27,"00:55:53,500","00:55:54,500",Hmm.,G08,2,group_4,Moomintroll
"00:55:54,000","00:55:54,300",28,"00:55:53,500","00:55:54,500",Hmm.,G04,2,group_8,Moomintroll
"00:55:54,900","00:55:55,000",27,"00:55:54,500","00:55:56,500","Well, all right.",G08,2,group_4,Moomintroll
"00:55:55,000","00:55:56,000",28,"00:55:54,500","00:55:56,500","Well, all right.",G04,2,group_8,Moomintroll
"00:55:56,300","00:55:57,000",28,"00:55:54,500","00:55:56,500","Well, all right.",G04,2,group_8,Moomintroll
"00:55:57,300","00:55:58,900",28,"00:55:56,500","00:55:57,500",Very well.,G04,2,group_8,Moomintroll
"00:55:58,900","00:55:59,599",28,"00:55:58,500","00:56:00,500",Are you ready?,G04,2,group_8,Moomintroll
"00:56:00,800","00:56:01,199",28,"00:56:00,500","00:56:01,500",Are you away?,G04,2,group_8,Moomintroll
"00:56:01,699","00:56:05,800",28,"00:56:01,500","00:56:02,500","Now then, listen.",G04,2,group_8,Moomintroll
"00:56:09,099","00:56:09,199",28,"00:56:07,500","00:56:09,500",An unusual canary?,G04,2,group_8,Moomintroll
"00:56:09,400","00:56:10,000",28,"00:56:07,500","00:56:09,500",An unusual canary?,G04,2,group_8,Moomintroll
"00:56:10,000","00:56:11,300",28,"00:56:09,500","00:56:11,500","With four legs, you nincompoop.",G04,2,group_8,Moomintroll
"00:56:15,000","00:56:15,800",28,"00:56:14,500","00:56:16,500",Who said it was a bird?,G04,2,group_8,Moomintroll
"00:56:19,900","00:56:21,000",28,"00:56:19,500","00:56:21,500",He shows no respect.,G04,2,group_8,Moomintroll
"00:56:21,000","00:56:28,199",27,"00:56:19,500","00:56:21,500",He shows no respect.,G08,2,group_4,Moomintroll
"00:56:30,800","00:56:31,599",27,"00:56:30,500","00:56:31,500","Shut up, kid.",G08,2,group_4,Moomintroll
"00:56:36,000","00:56:37,099",28,"00:56:34,500","00:56:37,500","Silence, it does not concern you.",G04,2,group_8,Moomintroll
"00:56:37,599","00:56:39,699",28,"00:56:37,500","00:56:39,500",We believe you to be of lowly birth.,G04,2,group_8,Moomintroll
"00:56:51,800","00:56:54,199",28,"00:56:51,500","00:56:52,500",Hmm.,G04,2,group_8,Moomintroll
"00:56:54,699","00:56:57,000",10,"00:56:54,500","00:56:57,500","I am honored to be here, your royal highness.",G04,2,group_3,Snuffkin
"00:56:57,599","00:57:01,400",28,"00:56:57,500","00:56:58,500",He'll do.,G04,2,group_8,Moomintroll
"00:57:01,699","00:57:02,500",28,"00:57:01,500","00:57:05,500","First, what is the number of which we think?",G04,2,group_8,Moomintroll
"00:57:02,800","00:57:04,900",28,"00:57:01,500","00:57:05,500","First, what is the number of which we think?",G04,2,group_8,Moomintroll
"00:57:05,500","00:57:06,500",28,"00:57:01,500","00:57:05,500","First, what is the number of which we think?",G04,2,group_8,Moomintroll
"00:57:06,599","00:57:07,000",10,"00:57:06,500","00:57:07,500",Two?,G04,2,group_3,Snuffkin
"00:57:07,599","00:57:10,199",28,"00:57:07,500","00:57:10,500","For a faux-galat night, that is correct.",G04,2,group_8,Moomintroll
"00:57:10,400","00:57:13,099",28,"00:57:07,500","00:57:10,500","For a faux-galat night, that is correct.",G04,2,group_8,Moomintroll
"00:57:13,800","00:57:14,300",10,"00:57:13,500","00:57:14,500",Love.,G04,2,group_3,Snuffkin
"00:57:14,599","00:57:15,900",28,"00:57:14,500","00:57:15,500",That's amazing.,G04,2,group_8,Moomintroll
"00:57:16,000","00:57:26,099",28,"00:57:15,500","00:57:18,500","Truly, the suitor has brains as well as looks.",G04,2,group_8,Moomintroll
"00:57:26,900","00:57:27,500",10,"00:57:26,500","00:57:27,500",21.,G04,2,group_3,Snuffkin
"00:57:29,199","00:57:31,199",28,"00:57:28,500","00:57:29,500",Oh.,G04,2,group_8,Moomintroll
"00:57:31,699","00:57:33,900",28,"00:57:31,500","00:57:32,500","Oh, no.",G04,2,group_8,Moomintroll
"00:57:40,300","00:57:41,800",28,"00:57:39,500","00:57:41,500",My heart is heavy.,G04,2,group_8,Moomintroll
"00:57:42,400","00:57:44,400",28,"00:57:41,500","00:57:44,500","For chance, we should have said it was correct.",G04,2,group_8,Moomintroll
"00:57:44,599","00:57:47,199",28,"00:57:44,500","00:57:45,500",He was rather cute.,G04,2,group_8,Moomintroll
"00:57:48,300","00:57:49,800",10,"00:57:47,500","00:57:49,500","It's your turn now, stinky.",G04,2,group_3,Snuffkin
"00:57:50,400","00:57:50,599",10,"00:57:49,500","00:57:52,500","Well, I suppose that even half of Snortiles",G04,2,group_3,Snuffkin
"00:57:55,500","00:57:57,300",27,"00:57:54,500","00:57:57,500",Think she'll ever get her memory back?,G08,2,group_4,Moomintroll
"00:57:57,800","00:57:59,099",10,"00:57:57,500","00:57:59,500",Of course she will.,G04,2,group_3,Snuffkin
"00:57:59,900","00:58:01,800",27,"00:57:59,500","00:58:01,500",This is not our idea of a suitor.,G08,2,group_4,Moomintroll
"00:58:02,099","00:58:05,300",27,"00:58:01,500","00:58:05,500","His heart is aching for you, royal highness.",G08,2,group_4,Moomintroll
"00:58:05,699","00:58:07,400",27,"00:58:05,500","00:58:07,500","Ah, let it ache.",G08,2,group_4,Moomintroll
"00:58:07,400","00:58:16,300",28,"00:58:05,500","00:58:07,500","Ah, let it ache.",G04,2,group_8,Moomintroll
"00:58:16,500","00:58:17,900",28,"00:58:15,500","00:58:17,500",We haven't all day.,G04,2,group_8,Moomintroll
"00:58:18,300","00:58:18,400",28,"00:58:17,500","00:58:19,500","Oh, well, oh.",G04,2,group_8,Moomintroll
"00:58:31,000","00:58:37,099",28,"00:58:29,500","00:58:31,500","Please, Snortiles, let's up there.",G04,2,group_8,Moomintroll
"00:58:39,300","00:58:44,500",28,"00:58:36,500","00:58:39,500",I'll give you another one I want after.,G04,2,group_8,Moomintroll
"00:58:44,500","00:58:44,699",27,"00:58:41,500","00:58:44,500","We are no longer in the mood for royal marriage, jester.",G08,2,group_4,Moomintroll
"00:58:44,699","00:58:45,000",28,"00:58:44,500","00:58:46,500",At least not today.,G04,2,group_8,Moomintroll
"00:58:45,000","00:58:46,000",27,"00:58:44,500","00:58:46,500",At least not today.,G08,2,group_4,Moomintroll
"00:58:46,800","00:58:50,699",27,"00:58:46,500","00:58:47,500",A wise decision.,G08,2,group_4,Moomintroll
"00:58:50,900","00:58:53,000",27,"00:58:50,500","00:58:52,500","They will be prostrated with grief,",G08,2,group_4,Moomintroll
"00:58:53,000","00:59:06,500",28,"00:58:52,500","00:58:54,500",but bid the other suitors to go home.,G04,2,group_8,Moomintroll
"00:59:07,400","00:59:07,699",27,"00:59:06,500","00:59:08,500",Oh.,G08,2,group_4,Moomintroll
"00:59:07,699","00:59:07,699",28,"00:59:06,500","00:59:08,500",Oh.,G04,2,group_8,Moomintroll
"00:59:07,699","00:59:07,800",27,"00:59:06,500","00:59:08,500",Oh.,G08,2,group_4,Moomintroll
"00:59:07,800","00:59:08,000",28,"00:59:06,500","00:59:08,500",Oh.,G04,2,group_8,Moomintroll
"00:59:08,000","00:59:08,000",27,"00:59:06,500","00:59:08,500",Oh.,G08,2,group_4,Moomintroll
"00:59:12,000","00:59:12,199",27,"00:59:11,500","00:59:13,500",Wonder what Snort-Mayton's up to now?,G08,2,group_4,Moomintroll
"00:59:14,400","00:59:15,500",27,"00:59:13,500","00:59:15,500",Upstairs thinking.,G08,2,group_4,Moomintroll
"00:59:15,900","00:59:18,699",27,"00:59:15,500","00:59:18,500",She says she'll devote her life to good works.,G08,2,group_4,Moomintroll
"00:59:21,599","00:59:27,000",10,"00:59:21,500","00:59:23,500","I don't know, but she probably wants to be remembered",G04,2,group_3,Snuffkin
"00:59:27,099","00:59:28,300",10,"00:59:25,500","00:59:29,500",The princess who was adored by her subjects.,G04,2,group_3,Snuffkin
"00:59:30,000","00:59:32,099",27,"00:59:29,500","00:59:32,500","Oh, she's coming down.",G08,2,group_4,Moomintroll
"00:59:35,800","00:59:36,900",27,"00:59:35,500","00:59:36,500",Your royal highness.,G08,2,group_4,Moomintroll
"00:59:37,199","00:59:38,300",27,"00:59:36,500","00:59:38,500",May I assist you?,G08,2,group_4,Moomintroll
"00:59:38,900","00:59:40,400",27,"00:59:38,500","00:59:40,500",Send the net to us.,G08,2,group_4,Moomintroll
"00:59:40,800","00:59:42,800",27,"00:59:40,500","00:59:42,500","She is on an errand, your highness.",G08,2,group_4,Moomintroll
"00:59:43,000","00:59:44,000",27,"00:59:42,500","00:59:44,500",Then have someone else make soup?,G08,2,group_4,Moomintroll
"00:59:44,000","00:59:48,099",28,"00:59:42,500","00:59:44,500",Then have someone else make soup?,G04,2,group_8,Moomintroll
"00:59:48,500","00:59:54,800",28,"00:59:46,500","00:59:48,500","Soup, highness?",G04,2,group_8,Moomintroll
"00:59:55,400","00:59:58,099",28,"00:59:53,500","00:59:55,500",What kind of soup?,G04,2,group_8,Moomintroll
"00:59:58,199","01:00:01,599",28,"00:59:57,500","00:59:58,500",We don't cook.,G04,2,group_8,Moomintroll
"01:00:02,099","01:00:03,800",28,"01:00:00,500","01:00:02,500",by the princess herself.,G04,2,group_8,Moomintroll
"01:00:08,099","01:00:09,000",28,"01:00:07,500","01:00:10,500","No, she wants some soup.",G04,2,group_8,Moomintroll
"01:00:09,000","01:00:09,000",27,"01:00:07,500","01:00:10,500","No, she wants some soup.",G08,2,group_4,Moomintroll
"01:00:09,000","01:00:09,500",28,"01:00:07,500","01:00:10,500","No, she wants some soup.",G04,2,group_8,Moomintroll
"01:00:14,699","01:00:17,900",28,"01:00:13,500","01:00:15,500",The poor do not eat much.,G04,2,group_8,Moomintroll
"01:00:21,800","01:00:22,000",28,"01:00:20,500","01:00:22,500",Nonsense.,G04,2,group_8,Moomintroll
"01:00:39,099","01:00:40,500",28,"01:00:37,500","01:00:39,500","Do you know where they are, jester?",G04,2,group_8,Moomintroll
"01:00:40,900","01:00:54,699",28,"01:00:40,500","01:00:41,500","Oh, I know.",G04,2,group_8,Moomintroll
"01:01:03,000","01:01:09,000",28,"01:01:02,500","01:01:04,500","Oh, yes.",G04,2,group_8,Moomintroll
"01:01:21,099","01:01:22,099",28,"01:01:20,500","01:01:23,500","Oh, you, please come over here.",G04,2,group_8,Moomintroll
"01:01:22,199","01:01:23,500",28,"01:01:20,500","01:01:23,500","Oh, you, please come over here.",G04,2,group_8,Moomintroll
"01:01:24,300","01:01:24,900",28,"01:01:23,500","01:01:24,500",Hmm?,G04,2,group_8,Moomintroll
"01:01:25,400","01:01:26,300",28,"01:01:24,500","01:01:25,500",Will you?,G04,2,group_8,Moomintroll
"01:01:26,599","01:01:28,800",28,"01:01:25,500","01:01:28,500",I'm the princess of Lonely Mountain.,G04,2,group_8,Moomintroll
"01:01:29,800","01:01:30,699",28,"01:01:29,500","01:01:31,500",Princess?,G04,2,group_8,Moomintroll
"01:01:32,099","01:01:37,400",28,"01:01:31,500","01:01:34,500","Oh, what moment you're all highness.",G04,2,group_8,Moomintroll
"01:01:41,599","01:01:45,199",27,"01:01:40,500","01:01:42,500","Forgive me, you're all highness.",G08,2,group_4,Moomintroll
"01:01:46,000","01:01:55,000",27,"01:01:45,500","01:01:47,500","My, my, smart maiden.",G08,2,group_4,Moomintroll
"01:01:55,199","01:01:55,400",27,"01:01:54,500","01:01:55,500",and betters like this.,G08,2,group_4,Moomintroll
"01:02:05,000","01:02:11,900",28,"01:02:02,500","01:02:05,500",You're just fulfilling our royal duty bringing soup to the poor.,G04,2,group_8,Moomintroll
"01:02:12,300","01:02:21,199",28,"01:02:11,500","01:02:13,500","Oh, there you call me poor.",G04,2,group_8,Moomintroll
"01:02:22,599","01:02:22,800",28,"01:02:21,500","01:02:24,500","Eat it yourself, your majesty.",G04,2,group_8,Moomintroll
"01:02:22,900","01:02:22,900",28,"01:02:21,500","01:02:24,500","Eat it yourself, your majesty.",G04,2,group_8,Moomintroll
"01:02:26,300","01:02:26,400",28,"01:02:24,500","01:02:26,500",Ah!,G04,2,group_8,Moomintroll
"01:02:26,400","01:02:26,500",28,"01:02:24,500","01:02:26,500",Ah!,G04,2,group_8,Moomintroll
"01:02:27,500","01:02:28,000",28,"01:02:26,500","01:02:28,500",This is how I treason.,G04,2,group_8,Moomintroll
"01:02:28,000","01:02:31,400",28,"01:02:26,500","01:02:28,500",This is how I treason.,G04,2,group_8,Moomintroll
"01:02:43,000","01:02:45,900",27,"01:02:42,500","01:02:44,500",Don't use that common name.,G08,2,group_4,Moomintroll
"01:02:46,500","01:02:48,699",27,"01:02:45,500","01:02:46,500",We cannot see.,G08,2,group_4,Moomintroll
"01:02:53,699","01:02:54,099",27,"01:02:53,500","01:02:54,500",Use the handle.,G08,2,group_4,Moomintroll
"01:02:54,699","01:02:54,800",27,"01:02:54,500","01:02:55,500",Ah!,G08,2,group_4,Moomintroll
"01:02:57,800","01:02:57,800",21,"01:02:57,500","01:02:58,500",I'll get it on.,G05,2,group_15,Snuffkin
"01:03:35,500","01:03:35,500",21,"01:03:33,500","01:03:35,500",Snork maiden.,G05,2,group_15,Snuffkin
"01:03:40,900","01:03:43,099",21,"01:03:40,500","01:03:41,500",Your highness.,G05,2,group_15,Snuffkin
"01:03:46,599","01:03:47,000",21,"01:03:46,500","01:03:48,500",Snork maiden.,G05,2,group_15,Snuffkin
"01:04:02,500","01:04:08,699",28,"01:04:01,500","01:04:03,500",That's weird.,G04,2,group_8,Moomintroll
"01:04:09,000","01:04:11,900",28,"01:04:08,500","01:04:09,500",Huh?,G04,2,group_8,Moomintroll
"01:04:12,500","01:04:15,199",28,"01:04:11,500","01:04:14,500","Moment, what are you talking about, of course I do.",G04,2,group_8,Moomintroll
"01:04:15,199","01:04:18,000",27,"01:04:14,500","01:04:16,500",And you don't think you're a princess anymore?,G08,2,group_4,Moomintroll
"01:04:18,000","01:04:18,000",28,"01:04:17,500","01:04:19,500",Have you gone crazy or something?,G04,2,group_8,Moomintroll
"01:04:18,000","01:04:25,699",27,"01:04:17,500","01:04:19,500",Have you gone crazy or something?,G08,2,group_4,Moomintroll
"01:04:56,599","01:05:02,300",20,"01:04:56,500","01:05:02,500","They loved the laughter and they loved the living, the movements.",G08,2,group_7,background_song
"01:05:03,500","01:05:10,000",20,"01:05:02,500","01:05:10,500",Believing in sharing and caring and giving the movements.,G08,2,group_7,background_song
"01:05:11,199","01:05:21,400",20,"01:05:10,500","01:05:14,500",They're always happy and always at play.,G08,2,group_7,background_song
"01:05:22,099","01:05:25,199",20,"01:05:21,500","01:05:25,500",The movements.,G08,2,group_7,background_song
"01:05:25,900","01:05:30,000",20,"01:05:25,500","01:05:32,500","They loved the laughter and they loved the living, the movements.",G08,2,group_7,background_song
"01:05:33,000","01:05:38,099",20,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,G08,2,group_7,background_song
"01:05:38,099","01:05:38,199",20,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,G08,2,group_7,background_song
"01:05:38,500","01:05:38,500",20,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,G08,2,group_7,background_song
"01:05:38,599","01:05:38,599",20,"01:05:32,500","01:05:40,500",Believing in sharing and caring and giving the movements.,G08,2,group_7,background_song
"01:05:40,599","01:05:50,800",20,"01:05:40,500","01:05:43,500",They're always happy and always at play.,G08,2,group_7,background_song
"01:05:51,400","01:05:54,400",20,"01:05:50,500","01:05:54,500",The movements.,G08,2,group_7,background_song
"01:05:55,300","01:05:56,000",20,"01:05:54,500","01:06:00,500",The movements.,G08,2,group_7,background_song
"01:06:21,000","01:06:28,800",20,"01:06:10,500","01:06:22,500",Here they are for one and all.,G08,2,group_7,background_song
"01:06:29,199","01:06:33,000",20,"01:06:28,500","01:06:31,500",They're for you on your TV.,G08,2,group_7,background_song
"01:06:34,199","01:06:35,800",20,"01:06:31,500","01:06:34,500",They are the movements.,G08,2,group_7,background_song
"01:06:37,099","01:06:50,099",20,"01:06:34,500","01:06:37,500",They are the movements.,G08,2,group_7,background_song
"01:06:51,599","01:06:53,000",20,"01:06:51,500","01:06:54,500",There were the movements.,G08,2,group_7,background_song
"01:08:58,300","01:09:00,800",18,"01:08:53,500","01:09:00,500","So, it looks as though the rumor was right.",G02,2,group_0,Sniff
"01:09:01,399","01:09:01,399",18,"01:09:00,500","01:09:03,500","Oh, what room was that?",G02,2,group_0,Sniff
"01:09:01,399","01:09:01,399",18,"01:09:00,500","01:09:03,500","Oh, what room was that?",G02,2,group_0,Sniff
"01:09:01,500","01:09:02,100",18,"01:09:00,500","01:09:03,500","Oh, what room was that?",G02,2,group_0,Sniff
"01:09:03,899","01:09:08,000",18,"01:09:03,500","01:09:07,500",That we were about to be invaded by aliens from outer space.,G02,2,group_0,Sniff
"01:09:08,399","01:09:09,199",18,"01:09:07,500","01:09:10,500","Oh, dear, do you mean that thing that was chasing me",G02,2,group_0,Sniff
"01:09:09,300","01:09:09,300",18,"01:09:07,500","01:09:10,500","Oh, dear, do you mean that thing that was chasing me",G02,2,group_0,Sniff
"01:09:12,800","01:09:14,000",18,"01:09:12,500","01:09:13,500","Well, yes.",G02,2,group_0,Sniff
"01:09:17,000","01:09:22,199",18,"01:09:16,500","01:09:19,500","I wouldn't have thought you'd have been that important to them, sniff,",G02,2,group_0,Sniff
"01:09:24,000","01:09:24,000",18,"01:09:23,500","01:09:26,500",It says here in this book that aliens from outer space,G02,2,group_0,Sniff
"01:10:28,199","01:10:29,500",21,"01:10:25,500","01:10:28,500",I wonder if there are any aliens in it.,G05,2,group_15,Snuffkin
"01:11:07,600","01:11:07,600",27,"01:11:07,500","01:11:10,500",There's a funny noise coming from it.,G08,2,group_4,Moomintroll
"01:11:29,000","01:11:38,000",27,"01:11:27,500","01:11:30,500","I don't think so, but I don't know very much about them.",G08,2,group_4,Moomintroll
"01:11:38,000","01:11:38,100",21,"01:11:37,500","01:11:39,500",Do you think it will?,G05,2,group_15,Snuffkin
"01:11:38,199","01:11:38,199",21,"01:11:37,500","01:11:39,500",Do you think it will?,G05,2,group_15,Snuffkin
"01:11:38,199","01:11:38,199",27,"01:11:37,500","01:11:39,500",Do you think it will?,G08,2,group_4,Moomintroll
"01:11:38,300","01:11:38,300",21,"01:11:37,500","01:11:39,500",Do you think it will?,G05,2,group_15,Snuffkin
"01:11:38,399","01:11:38,399",21,"01:11:37,500","01:11:39,500",Do you think it will?,G05,2,group_15,Snuffkin
"01:11:39,100","01:11:39,100",21,"01:11:37,500","01:11:39,500",Do you think it will?,G05,2,group_15,Snuffkin
"01:11:39,100","01:11:39,300",27,"01:11:37,500","01:11:39,500",Do you think it will?,G08,2,group_4,Moomintroll
"01:11:39,300","01:11:39,300",21,"01:11:37,500","01:11:39,500",Do you think it will?,G05,2,group_15,Snuffkin
"01:11:40,300","01:11:41,000",27,"01:11:39,500","01:11:41,500",Oh!,G08,2,group_4,Moomintroll
"01:11:42,600","01:11:42,699",21,"01:11:41,500","01:11:45,500","I'm not sure, Mama, but let's get away in case it does explode.",G05,2,group_15,Snuffkin
